,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
DS-2CD2T86G2-ISU-SL-0400-C,,4K AcuSense Act Det PROMO,HIKVISION,"163,20","263,20","328,80",21,5,0,0,0,0,5,10
DS-2CD2786G2-IZS-2812-C,,4K AcuSense Varifoc PROMO,HIKVISION,"230,40","370,40","463,20",21,0,0,0,0,0,0,0
DS-2CD2046G2-IU-0280-C,,4Mp AcuSense By DF,HIKVISION,"121,00","195,00","243,00",21,10,0,0,0,0,0,10
DS-2CD2347G3-LIS2UY-SL-0280,,4Mp ColorVu Turret,HIKVISION,"166,00","265,00","331,00",21,5,0,0,0,0,0,5
DS-2CD2T87G2-LSU-SL-040-C,,8 MP ColorVu Act Warning ,HIKVISION,"277,00","445,00","557,00",21,7,0,0,0,0,0,7
DS-2CD3B86G2T-IZHS-2812-H,,8 MP DarkFighter Varifoca,HIKVISION,"0,00","0,00","0,00",21,0,0,0,0,0,0,0
DS-2CD2387G2P-LSU-SL-0400-C,,8 MP Panoramic ColorVu,HIKVISION,"205,00","330,00","412,00",21,5,0,0,0,0,0,5
DS-2CD2T87G2H-LISU-SL-040-EF,,8 MP Smart Hybrid Light +,HIKVISION,"223,00","359,00","448,00",21,0,0,0,0,0,0,0
DS-2CD1183G2-LIU-0280,,8 MP Smart Hybrid Light F,HIKVISION,"111,00","179,00","223,00",21,0,0,0,0,0,0,0
DS-2CD1083G2-LIU-0280,,8 MP Smart Hybrid Light F,HIKVISION,"77,00","122,00","147,00",21,45,0,0,0,0,0,45
DS-2XS6A87G1-LS-C36S80-0400,,8MP 4.0 ColorVu Solar LTE,HIKVISION,"1487,00","2394,00","2993,00",21,1,0,0,0,0,0,1
DS-2CD2687G3-LIZS2UY-SL-2812,,8Mp ColorVu Varifocal,HIKVISION,"352,00","560,00","700,00",21,4,0,0,0,0,0,4
DS-2CD2687G3-LIZSY-2812,,8Mp ColorVu Varifocal,HIKVISION,"342,00","545,00","680,00",21,4,0,0,0,0,0,4
DS-2CD1083G2-LIUF-0280,,8MP Hybrid Light 2.8mm Bu,HIKVISION,"76,00","120,00","143,00",21,0,0,0,0,0,0,0
DS-2CD3386G2H-LISU-SL-0400,,8MP IPC Con luz sonido di,HIKVISION,"247,00","322,00","447,00",21,1,0,0,0,0,0,1
DS-2CD2387G2H-LIU-0400-EF,,8MP IPC Hybrid Light  CV,HIKVISION,"181,00","291,00","364,00",21,2,0,0,0,0,0,2
DS-2CD2687G2HT-LIZS-2812,,8MP IPC Varifocal  Hibryd,HIKVISION,"321,00","517,00","647,00",21,1,0,0,0,0,0,1
,,,,,,,,,,,,,,
IP CAMARAS,,CYGNUS 4-5MPX,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
CY-IPC-4MD-0280,,4MP 2.8 IR Eyeball ,CYGNUS,"38,20","45,50","57,50",21,912,6,0,10,0,13,941
CY-IPC-4MF-0280,,4MP 2.8 IR Mini Bullet,CYGNUS,"37,80","45,10","56,90",21,785,6,0,0,0,10,801
IPC-4M-FUZ-LPR,,4MP Super Starlight VF LP,CYGNUS,"176,00","229,00","263,00",21,2,4,0,4,0,0,10
IPC-5M-FUZA,,5MP Audio VF IR Bullet,CYGNUS,"85,00","111,00","128,00",21,55,6,0,0,0,6,67
IPC-5M-DUZA,,5MP HD IR VF Dome Network,CYGNUS,"86,00","112,00","129,00",21,89,6,0,0,0,0,95
IPC-3634ER3-DPZ28,,IPC 4MP 2.8-12mm  OUTLET,UNIVIEW,"45,00","45,00","45,00",21,4,0,0,0,0,0,4
SM-IPC-1400DA-0280,,IPC 4MP 2.8mm Minidomo In,SMARTPIXEL,"18,80","22,50","26,00",21,1,0,0,0,21,1,23
SM-IPC-1400FA-0280,,IPC 4MP Bullet 2.8mm Mic ,SMARTPIXEL,"20,20","24,20","27,80",21,0,0,0,0,0,0,0
IPC-324ER3-DVPF28,,IPC 4MP WDR IK10 OUTLET,UNIVIEW,"39,00","39,00","39,00",21,58,0,0,0,0,0,58
IPC-4M-FA-ZERO,,Zero 4MP Bullet 4mm Mic,CYGNUS,"52,00","68,00","78,00",21,668,6,0,15,0,8,697
IPC-4M-DA-ZERO,,Zero 4MP Eyeball 2.8m Mic,CYGNUS,"52,00","68,00","78,00",21,858,4,0,0,0,5,867
,,,,,,,,,,,,,,
IP CAMARAS,,HIKVISION KITS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-2DE5425IWG-K-4G,,4MP 25X Pro Solar-powered,HIKVISION,"1614,00","2600,00","3250,00",21,19,0,0,0,0,0,19
DS-2XS6A87G1-LS-C36S80-0280,,8MP ColorVu Solar Power 4,HIKVISION,"1487,00","2394,00","2993,00",21,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
IP CAMARAS,,HIK ACCESORIOS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-QAAI264G1-P,,64 Mic Acoustic Imager,HIKVISION,"4343,00","5662,00","7864,00",21,1,0,0,0,0,0,1
,,,,,,,,,,,,,,
IP CAMARAS,,CYG PANORAMICAS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
IPC-8M-PANO2,,8MP Pano Starlight  MIC,CYGNUS,"179,00","195,00","215,00",21,22,0,0,0,0,0,22
IPC-8M-PANO1,,8MP WideAngle IR IK10 ,CYGNUS,"128,00","166,00","191,00",21,53,0,0,0,0,2,55
,,,,,,,,,,,,,,
IP CAMARAS,,ZKTECO,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
LPRC200,,IPC LPR ZKTeco,ZKTECO,"439,62","571,54","572,56",21,6,0,0,0,0,0,6
LPRC300,,IPC LPR ZKTeco,ZKTECO,"422,96","549,87","550,89",21,3,0,0,0,0,0,3
